Date;TIME;Pts_01;Pts_02;Pts_03;Pts_04;Pts_05;Pts_06;Pts_07;Pts_08;Pts_09;Pts_10;Pts_11;Pt_12;Pt_13
24-11-2020;19:53:00;-5.92;33.06;-198.15;-307.80;-21.54;-17.40;-10.59;-83.98;-18.45;-13.93;-127.38;-84.57;-127.14
25-11-2020;03:56:00;-6.10;33.98;-198.87;-307.67;-21.50;-17.70;-11.66;-84.14;-18.84;-13.78;-127.90;-84.99;-127.87
25-11-2020;11:59:00;-4.93;34.50;-200.26;-307.41;-21.46;-17.94;-12.02;-84.42;-19.18;-13.75;-127.86;-85.69;-128.18
25-11-2020;20:01:00;-5.25;34.33;-200.53;-309.38;-22.78;-17.25;-10.66;-83.63;-18.67;-13.20;-127.02;-85.41;-127.63
26-11-2020;04:04:00;-6.18;33.77;-201.24;-309.31;-22.32;-17.55;-11.22;-83.94;-18.79;-14.08;-127.69;-86.30;-128.42
26-11-2020;11:59:00;-6.69;33.25;-201.57;-309.53;-22.58;-17.58;-11.85;-84.22;-19.00;-14.05;-127.82;-86.10;-128.64
26-11-2020;19:54:00;-5.57;33.93;-201.89;-310.17;-22.75;-17.22;-12.45;-83.44;-18.71;-13.79;-128.24;-86.29;-129.43
27-11-2020;04:03:00;-4.25;33.92;-201.89;-310.65;-23.13;-17.01;-13.25;-82.65;-18.37;-13.49;-127.92;-85.83;-129.64
27-11-2020;11:59:00;-4.09;33.89;-202.28;-311.11;-23.50;-17.05;-13.62;-82.17;-18.37;-13.74;-128.08;-86.00;-130.06
27-11-2020;20:01:00;-4.09;33.72;-202.77;-311.72;-23.94;-17.24;-13.93;-82.25;-18.34;-13.75;-128.32;-86.37;-130.38
28-11-2020;04:04:00;-4.16;33.39;-202.85;-311.27;-23.94;-17.46;-14.33;-82.39;-18.72;-13.79;-128.99;-86.70;-130.90
28-11-2020;11:59:00;-4.24;32.93;-203.24;-311.31;-24.39;-17.73;-14.26;-83.12;-19.07;-13.84;-129.44;-86.97;-131.22
28-11-2020;19:54:00;-3.44;33.45;-203.86;-311.43;-24.82;-17.38;-13.50;-82.53;-18.76;-13.27;-129.59;-87.19;-131.04
29-11-2020;03:56:00;-4.38;33.44;-203.71;-311.75;-24.46;-17.21;-13.38;-82.60;-18.66;-13.30;-129.62;-87.19;-130.90
29-11-2020;11:59:00;-4.20;33.26;-203.87;-310.78;-23.45;-17.53;-13.87;-82.92;-19.01;-13.80;-130.23;-87.40;-131.47
29-11-2020;20:02:00;-3.60;33.42;-204.31;-311.02;-23.44;-17.25;-13.57;-82.66;-18.76;-13.50;-129.86;-87.19;-131.32
30-11-2020;04:04:00;-3.57;33.69;-204.75;-311.47;-24.01;-17.00;-13.30;-82.28;-18.57;-13.27;-130.29;-87.41;-131.21
30-11-2020;11:59:00;-3.22;33.53;-204.99;-311.18;-22.58;-17.29;-13.28;-82.52;-18.87;-13.74;-130.98;-87.67;-131.98
30-11-2020;19:59:00;-3.90;33.31;-205.33;-311.22;-22.15;-17.63;-13.63;-82.63;-19.10;-14.21;-130.83;-88.10;-132.22
01-12-2020;03:57:00;-3.91;33.87;-206.87;-311.31;-22.77;-17.39;-13.46;-82.76;-18.83;-14.23;-131.66;-88.29;-133.11
01-12-2020;11:59:00;-2.62;34.00;-206.71;-312.29;-22.72;-17.10;-13.79;-82.33;-18.70;-14.23;-130.91;-87.71;-132.46
01-12-2020;20:02:00;-3.56;33.59;-206.70;-311.20;-23.09;-17.49;-14.27;-82.85;-19.35;-15.13;-131.80;-87.71;-132.65
02-12-2020;04:05:00;-3.08;33.50;-206.97;-310.76;-23.74;-17.68;-13.97;-83.03;-19.49;-14.87;-131.68;-87.41;-132.62
02-12-2020;12:00:00;-1.49;33.55;-207.10;-311.82;-23.74;-16.97;-13.27;-82.13;-18.85;-13.81;-131.36;-86.53;-132.72
02-12-2020;19:59:00;-0.84;34.65;-207.49;-312.31;-22.94;-17.01;-13.94;-81.84;-18.71;-13.66;-131.36;-86.50;-132.66
03-12-2020;03:58:00;0.97;35.36;-207.47;-312.57;-23.45;-17.04;-14.07;-82.74;-18.64;-13.51;-131.92;-87.23;-132.86
03-12-2020;12:00:00;1.35;35.87;-207.88;-313.15;-24.28;-16.99;-13.41;-82.87;-18.63;-13.37;-132.20;-87.33;-132.91
03-12-2020;20:02:00;2.54;36.18;-208.05;-313.33;-24.34;-17.18;-13.36;-82.77;-18.65;-13.72;-132.08;-87.11;-132.66
04-12-2020;04:05:00;3.62;36.01;-208.63;-313.91;-24.19;-16.99;-13.08;-82.73;-18.64;-13.63;-132.46;-87.08;-132.81
04-12-2020;12:00:00;3.82;35.92;-208.88;-314.35;-23.68;-17.20;-13.29;-83.13;-18.68;-14.09;-132.68;-87.39;-133.21
04-12-2020;19:55:00;3.97;35.89;-208.73;-314.11;-23.52;-17.22;-13.44;-83.17;-18.69;-14.11;-132.90;-87.69;-133.61
05-12-2020;03:57:00;3.47;36.09;-208.97;-314.02;-23.33;-17.26;-13.62;-83.20;-18.64;-13.92;-133.30;-88.02;-133.70
05-12-2020;12:00:00;2.68;35.69;-208.85;-314.38;-23.41;-17.56;-13.93;-83.74;-19.00;-14.12;-133.88;-88.41;-134.05
05-12-2020;20:02:00;2.04;35.87;-209.03;-314.30;-22.59;-17.52;-13.92;-83.77;-19.02;-14.30;-134.05;-88.44;-134.08
06-12-2020;04:05:00;1.51;35.97;-208.88;-314.03;-21.82;-17.81;-14.25;-83.77;-19.27;-14.61;-134.56;-88.96;-134.39
06-12-2020;12:00:00;0.93;36.06;-208.76;-312.98;-21.91;-18.16;-14.52;-84.04;-19.69;-15.27;-134.75;-89.14;-134.36
06-12-2020;19:55:00;1.83;36.27;-208.55;-313.71;-22.67;-17.71;-14.04;-83.93;-19.31;-14.56;-134.56;-88.82;-134.01
07-12-2020;03:57:00;2.70;36.29;-208.96;-315.21;-22.85;-17.33;-13.87;-83.31;-18.92;-13.89;-133.97;-88.74;-134.20
07-12-2020;12:00:00;2.44;36.10;-209.19;-314.51;-22.55;-17.57;-14.52;-83.51;-19.16;-14.14;-134.45;-88.80;-134.57
07-12-2020;20:03:00;3.48;36.45;-209.49;-316.61;-24.06;-17.14;-13.89;-83.13;-18.81;-13.53;-133.75;-88.25;-133.83
08-12-2020;04:05:00;3.79;36.69;-209.02;-316.82;-24.55;-17.05;-14.03;-83.43;-18.88;-13.57;-133.93;-88.53;-133.41
08-12-2020;12:00:00;3.03;36.61;-209.07;-317.17;-24.60;-17.04;-14.20;-83.79;-18.98;-13.93;-134.26;-88.92;-133.54
08-12-2020;19:55:00;2.51;36.47;-209.14;-317.22;-24.33;-17.24;-14.51;-84.14;-18.99;-14.23;-134.84;-89.06;-133.95
09-12-2020;03:58:00;1.98;36.04;-208.68;-317.34;-23.25;-17.65;-14.44;-83.85;-19.34;-14.93;-135.92;-89.52;-134.80
09-12-2020;12:00:00;2.72;36.43;-209.18;-319.19;-23.09;-17.40;-13.97;-83.82;-19.17;-14.60;-135.69;-89.78;-134.97
09-12-2020;20:03:00;2.13;36.60;-209.23;-319.06;-22.56;-17.61;-14.28;-84.02;-19.40;-15.29;-135.71;-89.70;-134.93
10-12-2020;03:58:00;3.13;36.48;-209.33;-319.61;-23.13;-17.36;-14.11;-83.02;-19.16;-14.49;-135.75;-89.69;-134.33
10-12-2020;11:53:00;4.15;36.47;-209.57;-321.17;-23.56;-17.07;-13.61;-82.74;-18.92;-14.00;-135.57;-89.65;-134.25
10-12-2020;20:02:00;4.46;36.63;-209.80;-321.87;-23.73;-17.22;-13.78;-82.61;-19.07;-14.30;-135.97;-89.72;-134.18
11-12-2020;03:58:00;4.95;36.71;-209.92;-322.24;-23.78;-17.22;-13.76;-82.43;-18.97;-13.99;-136.10;-89.67;-134.32
11-12-2020;12:01:00;5.39;36.75;-209.98;-322.03;-23.46;-17.20;-13.60;-82.43;-18.94;-13.68;-136.06;-89.40;-134.44
11-12-2020;20:04:00;5.32;36.68;-210.20;-322.31;-24.04;-17.19;-13.53;-82.51;-18.85;-13.69;-136.17;-89.52;-134.62
12-12-2020;03:58:00;5.08;36.44;-210.20;-322.01;-22.97;-17.23;-13.76;-82.70;-18.89;-14.03;-136.02;-89.51;-134.66
12-12-2020;11:53:00;4.83;36.36;-210.19;-321.72;-23.18;-17.28;-13.65;-82.95;-18.95;-13.91;-136.17;-89.40;-134.91
12-12-2020;19:56:00;4.59;36.39;-210.49;-321.81;-23.66;-17.21;-13.56;-82.76;-18.86;-13.90;-136.14;-89.37;-134.92
13-12-2020;03:59:00;4.89;36.46;-210.54;-322.30;-23.38;-17.31;-13.51;-82.76;-18.90;-14.05;-136.04;-89.24;-134.78
13-12-2020;12:01:00;4.99;36.45;-210.70;-321.93;-23.14;-17.55;-13.43;-82.89;-19.05;-14.54;-136.40;-89.55;-134.74
13-12-2020;20:04:00;5.33;36.55;-210.70;-322.53;-23.80;-17.29;-13.03;-82.35;-18.84;-14.47;-136.38;-89.56;-134.79
14-12-2020;03:59:00;5.43;36.53;-210.83;-322.55;-23.51;-17.25;-12.90;-82.44;-18.85;-14.66;-136.20;-89.37;-134.75
14-12-2020;11:54:00;5.62;35.96;-210.98;-322.28;-23.85;-17.28;-12.49;-82.60;-18.94;-14.57;-136.39;-89.54;-134.92
14-12-2020;19:56:00;5.14;36.26;-211.00;-322.40;-23.80;-17.49;-12.42;-82.53;-18.99;-14.95;-137.17;-89.76;-135.08
15-12-2020;03:59:00;3.12;36.20;-210.33;-321.76;-23.12;-17.97;-13.11;-82.67;-19.38;-15.72;-137.76;-90.40;-135.40
15-12-2020;12:01:00;3.64;36.30;-210.40;-322.38;-23.36;-17.86;-13.07;-82.60;-19.38;-15.34;-137.38;-90.39;-135.10
15-12-2020;20:07:00;3.72;36.64;-210.84;-322.24;-24.07;-17.94;-13.51;-83.24;-19.22;-14.87;-137.50;-90.66;-135.26
16-12-2020;03:59:00;3.12;36.39;-211.44;-321.09;-24.27;-18.29;-13.96;-84.15;-19.65;-15.29;-137.87;-90.99;-135.63
16-12-2020;11:54:00;2.85;36.36;-212.09;-321.18;-24.10;-18.51;-13.84;-84.52;-19.90;-15.59;-137.88;-91.67;-136.02
16-12-2020;19:57:00;3.30;36.20;-212.63;-321.53;-24.32;-18.64;-13.98;-85.09;-20.15;-16.07;-137.75;-92.01;-135.84
17-12-2020;03:59:00;3.75;36.28;-212.64;-322.48;-24.60;-18.25;-13.59;-83.79;-19.64;-15.01;-137.47;-91.61;-135.53
17-12-2020;12:02:00;3.33;36.81;-212.32;-323.29;-24.46;-17.70;-13.22;-83.19;-19.33;-14.75;-136.67;-90.70;-134.87
17-12-2020;20:04:00;4.04;37.16;-212.53;-322.39;-24.69;-17.80;-14.01;-83.29;-19.43;-15.03;-137.05;-91.08;-135.15
18-12-2020;03:59:00;3.00;36.96;-212.46;-321.79;-24.02;-18.26;-14.62;-83.74;-19.92;-15.52;-137.57;-91.66;-135.28
18-12-2020;11:54:00;2.80;36.79;-212.24;-321.91;-23.78;-18.41;-14.60;-83.96;-20.16;-15.68;-137.54;-91.45;-135.61
18-12-2020;20:01:00;2.89;36.13;-211.95;-321.08;-23.28;-19.00;-15.51;-84.31;-20.59;-16.09;-138.00;-91.55;-135.55
19-12-2020;03:59:00;3.49;36.46;-212.10;-322.27;-23.97;-18.56;-15.04;-83.81;-20.09;-15.38;-137.64;-91.76;-135.40
19-12-2020;12:02:00;3.12;37.16;-211.96;-324.06;-24.54;-18.23;-14.02;-83.64;-19.68;-14.82;-137.85;-91.65;-135.35
19-12-2020;20:05:00;3.61;36.70;-212.31;-323.58;-24.58;-18.53;-14.53;-83.79;-19.74;-14.58;-138.25;-92.04;-135.60
20-12-2020;03:59:00;2.42;36.94;-212.80;-323.74;-24.63;-18.54;-14.26;-83.59;-19.60;-14.79;-138.14;-92.33;-135.57
20-12-2020;11:54:00;2.21;36.79;-213.14;-323.68;-24.93;-18.38;-13.72;-83.50;-19.56;-14.66;-137.91;-92.37;-135.39
20-12-2020;19:57:00;0.84;37.08;-213.66;-324.26;-24.78;-18.49;-13.72;-83.16;-19.61;-15.03;-138.05;-92.47;-135.89
21-12-2020;04:00:00;0.48;37.32;-214.17;-324.59;-24.91;-18.37;-13.62;-83.29;-19.53;-15.00;-138.33;-92.59;-135.98
21-12-2020;12:02:00;0.40;37.33;-214.73;-324.12;-24.95;-18.51;-13.45;-83.41;-19.65;-15.07;-138.35;-92.71;-136.30
21-12-2020;20:05:00;0.16;37.29;-215.15;-324.45;-24.94;-18.47;-13.35;-83.26;-19.64;-14.98;-138.63;-92.79;-136.56
22-12-2020;04:00:00;0.61;37.19;-215.87;-325.04;-24.80;-18.58;-13.75;-83.17;-19.75;-14.84;-138.66;-92.93;-136.46
22-12-2020;12:00:00;0.86;37.47;-216.51;-324.26;-24.68;-18.72;-14.43;-83.21;-20.08;-15.27;-139.03;-93.71;-136.81
22-12-2020;19:57:00;1.37;37.88;-216.99;-324.59;-24.60;-18.80;-13.80;-82.73;-20.07;-14.85;-140.13;-93.41;-137.98
23-12-2020;04:00:00;0.88;37.29;-216.94;-324.45;-24.57;-18.77;-14.60;-83.15;-20.02;-15.15;-140.01;-93.82;-137.69
23-12-2020;12:03:00;-0.07;36.83;-218.07;-324.68;-24.34;-19.01;-14.68;-83.33;-20.34;-15.64;-140.38;-93.88;-138.03
23-12-2020;20:05:00;-0.64;37.30;-218.52;-324.88;-24.21;-18.63;-14.09;-83.23;-20.12;-15.86;-140.46;-93.60;-138.28
24-12-2020;04:00:00;0.20;37.33;-218.52;-325.33;-25.51;-18.35;-13.13;-83.48;-19.91;-15.32;-139.81;-93.46;-137.98
24-12-2020;11:55:00;-0.94;37.28;-218.54;-324.73;-25.32;-18.68;-13.69;-83.89;-20.21;-15.61;-140.42;-93.91;-138.60
24-12-2020;19:58:00;0.30;37.45;-218.53;-324.99;-26.38;-18.27;-13.47;-83.40;-19.72;-14.91;-140.24;-93.89;-138.68
25-12-2020;03:54:00;-0.45;37.48;-218.46;-325.10;-26.09;-18.38;-14.10;-82.89;-19.79;-15.28;-140.34;-93.94;-138.95
25-12-2020;12:03:00;0.73;37.64;-218.56;-325.78;-26.77;-18.48;-14.40;-82.97;-19.71;-15.10;-139.98;-94.10;-138.72
25-12-2020;19:58:00;0.85;37.36;-218.63;-325.46;-26.97;-18.67;-14.04;-83.25;-20.03;-15.44;-140.33;-94.38;-138.80
26-12-2020;03:53:00;0.34;38.05;-219.36;-325.71;-26.07;-19.02;-13.79;-83.49;-20.23;-15.86;-141.32;-94.88;-139.59
26-12-2020;11:55:00;0.71;37.76;-219.17;-324.36;-25.81;-19.07;-14.43;-84.54;-20.43;-16.34;-141.91;-94.78;-139.90
26-12-2020;19:58:00;1.86;37.42;-219.48;-325.70;-26.10;-18.66;-13.67;-84.21;-20.18;-16.03;-141.53;-93.79;-139.67
27-12-2020;04:00:00;2.66;37.40;-219.22;-325.84;-26.53;-18.46;-12.82;-83.84;-19.91;-15.47;-141.17;-94.44;-139.43
27-12-2020;12:03:00;2.56;37.66;-219.19;-326.17;-26.19;-18.53;-12.82;-84.20;-19.98;-15.00;-140.90;-94.21;-139.37
27-12-2020;19:58:00;3.10;37.97;-219.68;-326.27;-26.17;-18.56;-13.06;-84.12;-20.05;-15.38;-141.09;-94.10;-139.48
28-12-2020;03:53:00;3.71;38.38;-219.12;-326.78;-26.08;-18.56;-13.48;-84.31;-20.18;-16.18;-141.04;-93.85;-139.50
28-12-2020;11:55:00;3.94;38.08;-219.42;-326.74;-26.06;-18.36;-13.99;-84.92;-20.07;-15.81;-140.67;-93.87;-139.34
28-12-2020;19:58:00;4.23;38.10;-219.62;-326.88;-25.81;-18.34;-14.26;-85.06;-20.00;-15.90;-140.63;-93.93;-139.35
29-12-2020;04:01:00;3.66;38.49;-219.55;-326.94;-25.36;-18.49;-14.53;-84.94;-20.04;-16.20;-140.86;-94.31;-139.44
29-12-2020;12:07:00;3.34;38.76;-219.60;-327.64;-24.83;-18.60;-14.43;-84.99;-20.21;-16.50;-141.23;-94.48;-139.72
29-12-2020;19:58:00;2.89;39.09;-219.73;-327.75;-25.36;-18.59;-14.43;-85.15;-20.25;-16.36;-141.08;-94.33;-139.75
30-12-2020;03:53:00;2.15;38.90;-219.87;-328.04;-25.68;-18.51;-14.29;-85.07;-20.25;-16.43;-141.47;-94.54;-139.84
30-12-2020;11:56:00;1.75;38.49;-219.69;-327.05;-25.25;-19.17;-14.87;-85.70;-20.85;-17.06;-141.90;-94.78;-140.06
30-12-2020;19:58:00;2.75;38.67;-219.76;-327.19;-25.92;-18.33;-14.44;-84.86;-19.92;-16.07;-141.49;-94.37;-139.55
31-12-2020;04:01:00;2.24;38.50;-219.81;-326.12;-25.66;-18.58;-14.83;-85.03;-20.19;-16.47;-141.80;-94.56;-139.80
31-12-2020;12:04:00;2.61;38.53;-219.74;-326.04;-25.51;-18.62;-14.84;-85.19;-20.24;-16.40;-141.92;-94.36;-139.93
31-12-2020;19:59:00;2.91;38.17;-219.60;-326.00;-25.37;-18.70;-15.14;-85.25;-20.31;-16.53;-141.90;-94.25;-139.91
01-01-2021;03:53:00;3.31;38.30;-219.66;-326.79;-26.19;-18.38;-14.76;-84.96;-20.03;-16.05;-141.72;-94.09;-139.76
01-01-2021;12:01:00;2.09;38.20;-219.70;-326.42;-25.99;-18.59;-14.69;-84.74;-20.08;-15.93;-142.02;-94.49;-140.18
01-01-2021;19:59:00;3.38;38.11;-219.42;-326.62;-26.16;-18.09;-14.48;-84.22;-19.90;-15.69;-141.63;-93.79;-139.72
02-01-2021;04:01:00;2.46;37.93;-219.48;-326.17;-26.30;-18.46;-15.16;-84.50;-20.11;-15.60;-141.77;-93.65;-139.92
02-01-2021;12:04:00;2.54;39.35;-218.62;-326.05;-26.17;-18.87;-14.98;-85.35;-20.36;-15.77;-142.48;-94.01;-140.21
02-01-2021;19:54:00;2.17;39.79;-218.83;-325.29;-26.09;-19.01;-14.86;-85.86;-20.16;-16.16;-142.30;-94.21;-140.25
03-01-2021;03:54:00;3.08;40.43;-219.18;-325.62;-26.04;-18.61;-14.79;-85.85;-19.82;-15.65;-141.82;-93.74;-139.79
03-01-2021;11:56:00;3.61;40.71;-219.22;-326.72;-26.29;-18.37;-14.74;-85.44;-19.77;-15.47;-141.26;-93.30;-139.20
03-01-2021;19:58:00;2.62;40.57;-219.21;-326.85;-25.02;-18.49;-14.97;-85.60;-19.98;-15.70;-141.63;-93.51;-139.44
04-01-2021;04:02:00;2.32;40.09;-219.19;-326.42;-25.26;-18.64;-15.55;-85.94;-20.11;-15.84;-142.02;-93.57;-139.79
04-01-2021;12:04:00;2.79;40.03;-218.96;-327.04;-25.17;-18.60;-15.17;-86.06;-20.14;-15.74;-141.69;-93.72;-139.68
04-01-2021;19:54:00;2.85;40.14;-218.71;-327.30;-25.37;-18.45;-14.29;-85.86;-20.00;-15.90;-141.92;-93.60;-139.67
05-01-2021;03:49:00;2.67;40.20;-218.75;-326.33;-25.12;-18.68;-14.84;-86.26;-20.10;-16.07;-142.05;-93.18;-139.87
05-01-2021;11:57:00;2.45;40.17;-219.06;-326.27;-24.59;-18.75;-14.78;-86.41;-20.23;-16.43;-142.19;-93.29;-140.19
05-01-2021;19:59:00;3.01;40.25;-219.06;-327.02;-25.37;-18.36;-14.28;-85.82;-19.83;-16.20;-141.84;-93.44;-140.13
06-01-2021;04:02:00;2.95;39.97;-218.76;-327.53;-25.34;-18.41;-14.82;-86.15;-19.96;-16.19;-141.69;-93.37;-140.28
06-01-2021;12:05:00;0.97;39.62;-218.50;-325.21;-24.84;-18.91;-15.56;-86.88;-20.62;-17.02;-142.27;-93.49;-140.52
06-01-2021;19:59:00;1.37;39.58;-218.39;-325.84;-24.81;-18.79;-15.48;-86.98;-20.46;-17.15;-142.50;-93.49;-140.51
07-01-2021;03:52:00;1.80;39.51;-218.82;-326.32;-24.71;-18.52;-14.98;-86.62;-20.02;-16.94;-142.06;-93.20;-140.04
07-01-2021;11:57:00;2.75;39.70;-219.01;-327.68;-25.47;-18.19;-14.65;-86.54;-19.74;-16.69;-141.66;-92.92;-139.73
07-01-2021;20:03:00;2.98;39.81;-219.24;-327.26;-25.40;-17.94;-14.51;-86.49;-19.60;-16.38;-141.82;-92.94;-139.74
08-01-2021;04:07:00;2.98;39.76;-219.18;-327.68;-25.47;-17.89;-14.75;-86.67;-19.59;-16.16;-141.80;-92.88;-139.66
08-01-2021;12:05:00;3.21;39.80;-219.12;-327.80;-25.92;-17.97;-14.89;-86.57;-19.59;-15.84;-141.97;-93.04;-139.74
08-01-2021;20:00:00;3.01;39.70;-219.27;-327.46;-25.89;-18.07;-15.01;-86.84;-19.67;-16.12;-141.99;-93.26;-139.70
09-01-2021;03:55:00;3.42;39.81;-219.11;-327.18;-25.62;-18.13;-15.15;-86.80;-19.87;-16.26;-141.98;-93.36;-139.60
09-01-2021;11:57:00;5.04;40.04;-219.32;-327.96;-26.42;-17.69;-14.08;-85.84;-19.33;-15.64;-141.33;-93.22;-139.14
09-01-2021;20:00:00;4.25;40.01;-219.25;-326.34;-26.02;-18.22;-13.78;-86.47;-19.61;-16.04;-141.73;-93.95;-139.39
10-01-2021;04:02:00;4.63;40.50;-219.18;-326.10;-26.39;-18.08;-13.56;-86.44;-19.54;-15.82;-141.28;-94.19;-139.34
10-01-2021;12:05:00;3.43;40.58;-219.55;-326.26;-25.88;-18.52;-14.19;-86.69;-20.02;-16.38;-142.15;-94.72;-139.99
10-01-2021;19:57:00;3.19;41.02;-219.58;-325.57;-25.89;-18.53;-14.20;-86.24;-20.08;-16.71;-142.14;-93.27;-140.36
11-01-2021;03:55:00;3.89;41.64;-219.62;-327.05;-26.20;-18.46;-13.18;-85.87;-19.90;-16.56;-141.99;-93.17;-139.73
11-01-2021;11:57:00;3.91;41.45;-219.63;-327.06;-25.85;-18.52;-12.98;-85.88;-20.05;-16.72;-141.94;-93.41;-139.80
11-01-2021;20:00:00;4.45;41.29;-219.52;-327.63;-26.09;-18.28;-12.14;-85.67;-19.92;-16.02;-142.16;-93.45;-140.21
12-01-2021;04:03:00;4.25;41.30;-219.85;-327.79;-26.05;-18.35;-13.09;-85.92;-19.98;-16.31;-142.25;-93.81;-140.49
12-01-2021;12:05:00;4.46;41.14;-220.22;-327.54;-25.66;-18.46;-12.83;-85.25;-20.06;-16.53;-142.32;-93.78;-140.62
12-01-2021;20:00:00;3.01;41.50;-220.47;-329.05;-26.49;-18.17;-12.94;-84.71;-19.61;-16.33;-142.43;-94.09;-140.69
13-01-2021;03:55:00;3.00;41.30;-220.51;-328.50;-26.21;-18.17;-13.02;-85.10;-19.76;-15.96;-142.20;-93.85;-140.47
13-01-2021;11:58:00;2.32;41.42;-220.60;-327.40;-25.70;-18.02;-13.15;-85.04;-19.70;-16.18;-142.13;-93.29;-140.62
13-01-2021;20:01:00;1.49;41.84;-220.64;-327.66;-26.13;-18.04;-13.41;-85.23;-19.65;-16.11;-142.57;-93.47;-140.68
14-01-2021;04:03:00;0.79;41.82;-220.61;-327.61;-26.19;-18.07;-13.49;-85.45;-19.71;-15.96;-142.63;-92.94;-140.67
14-01-2021;11:58:00;0.52;41.88;-221.03;-327.86;-25.90;-18.17;-13.59;-85.49;-19.81;-15.93;-142.66;-92.55;-140.54
14-01-2021;19:53:00;0.32;42.02;-221.40;-328.71;-26.49;-17.95;-13.42;-85.49;-19.61;-15.61;-142.55;-93.36;-140.75
15-01-2021;04:00:00;0.33;41.86;-221.45;-328.91;-25.81;-18.15;-13.61;-85.34;-19.76;-15.52;-142.68;-94.03;-140.85
15-01-2021;11:58:00;-0.05;41.73;-221.81;-328.00;-25.43;-18.45;-13.81;-86.13;-20.16;-15.91;-143.09;-93.93;-141.23
15-01-2021;20:01:00;-0.68;41.73;-222.11;-327.14;-25.05;-18.64;-14.07;-86.46;-20.31;-16.33;-143.29;-94.39;-141.36
16-01-2021;04:03:00;-0.83;42.00;-222.12;-326.81;-24.80;-18.76;-14.12;-86.35;-20.34;-16.35;-143.38;-94.58;-141.44
16-01-2021;11:58:00;-1.32;41.56;-221.88;-326.30;-24.95;-19.11;-13.85;-86.50;-20.65;-16.72;-143.54;-93.76;-141.46
16-01-2021;19:59:00;-0.01;41.74;-222.25;-326.64;-26.02;-18.70;-12.83;-86.10;-20.23;-16.14;-143.36;-93.47;-141.13
17-01-2021;03:58:00;1.25;41.88;-222.68;-327.83;-26.45;-18.15;-11.78;-85.24;-19.78;-15.72;-143.13;-93.17;-140.66
17-01-2021;12:01:00;0.47;41.82;-222.72;-328.01;-26.31;-18.35;-11.25;-85.52;-19.85;-15.88;-143.05;-92.87;-140.59
17-01-2021;20:03:00;-0.11;42.20;-222.25;-327.88;-25.76;-18.62;-11.36;-85.76;-20.10;-16.01;-143.39;-92.96;-140.80
18-01-2021;03:58:00;-0.22;42.31;-222.48;-327.59;-25.20;-18.81;-11.07;-86.05;-20.19;-16.26;-144.11;-93.64;-141.34
18-01-2021;11:58:00;0.77;42.59;-222.50;-328.89;-25.76;-18.40;-10.59;-85.67;-19.95;-16.09;-143.47;-93.64;-140.71
18-01-2021;19:57:00;0.54;42.72;-222.65;-328.34;-25.47;-18.54;-10.73;-85.88;-20.04;-16.35;-143.73;-93.97;-140.85
19-01-2021;04:00:00;2.02;42.69;-222.27;-328.69;-26.59;-17.98;-10.52;-85.41;-19.52;-15.85;-143.30;-93.75;-140.44
19-01-2021;12:03:00;2.32;42.60;-222.18;-329.05;-26.95;-17.96;-10.05;-85.25;-19.48;-15.77;-143.37;-93.76;-140.46
19-01-2021;20:05:00;1.69;42.55;-222.43;-328.81;-27.30;-18.08;-9.94;-85.71;-19.54;-15.83;-143.29;-94.19;-140.76
20-01-2021;04:00:00;1.57;42.56;-222.33;-327.54;-26.80;-18.28;-9.87;-85.96;-19.81;-16.03;-143.38;-93.93;-140.71
20-01-2021;11:55:00;1.72;42.38;-222.43;-328.76;-27.32;-17.91;-8.85;-85.46;-19.50;-15.25;-142.94;-93.58;-140.42
20-01-2021;20:01:00;1.06;42.83;-222.26;-328.72;-26.68;-18.17;-9.14;-85.78;-19.71;-15.69;-143.39;-93.67;-140.54
21-01-2021;04:00:00;0.12;43.50;-223.08;-328.29;-26.89;-18.21;-9.60;-85.86;-19.84;-15.92;-143.94;-93.72;-139.82
21-01-2021;12:07:00;0.16;43.40;-223.86;-327.35;-26.56;-18.48;-9.49;-86.00;-20.16;-15.96;-144.54;-93.94;-140.27
21-01-2021;20:04:00;0.24;44.44;-223.99;-329.19;-28.45;-17.68;-8.41;-85.25;-19.43;-15.14;-143.64;-93.93;-139.53
22-01-2021;03:59:00;0.76;44.40;-224.38;-328.84;-28.43;-17.91;-8.55;-85.62;-19.51;-15.53;-143.40;-93.58;-139.32
22-01-2021;11:54:00;1.23;44.62;-224.58;-329.26;-28.81;-17.81;-8.34;-85.37;-19.38;-15.53;-143.44;-93.33;-138.87
22-01-2021;19:56:00;0.76;44.67;-224.51;-329.42;-28.78;-18.09;-8.69;-85.23;-19.51;-15.53;-144.15;-93.60;-139.83
23-01-2021;03:59:00;1.58;44.95;-224.15;-329.80;-30.38;-18.24;-8.96;-85.71;-19.72;-15.15;-144.57;-93.62;-139.56
23-01-2021;12:02:00;2.36;45.53;-224.77;-329.48;-30.64;-18.02;-8.53;-85.20;-19.58;-15.40;-144.37;-93.94;-139.48
23-01-2021;20:04:00;3.42;45.77;-224.92;-329.91;-30.23;-17.77;-8.48;-84.98;-19.48;-15.26;-143.88;-93.71;-139.29
24-01-2021;03:59:00;2.88;45.76;-224.45;-330.14;-29.46;-17.83;-8.19;-85.47;-19.42;-15.62;-144.17;-93.81;-139.68
